URL,Pathophysiological Process,Subject,Predicate,Object
https://www.mdpi.com/cells/cells-12-00684/article_deploy/html/images/cells-12-00684-g004.png,Demyelination,SARS-CoV-2,causes,demyelination
https://www.mdpi.com/cells/cells-12-00684/article_deploy/html/images/cells-12-00684-g004.png,Treg_Reduction,SARS-CoV-2,reduces,number_of_Tregs
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Cerebrovascular_and_Endothelial_Disease,SARS-CoV-2_infection,causes,cerebrovascular_disease
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Cerebrovascular_and_Endothelial_Disease,SARS-CoV-2_infection,causes,endothelial_disease
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Viral_or_Viral_Protein_Effects,Viral_proteins,affect,CNS_cells
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Viral_or_Viral_Protein_Effects,Viral_proteins,affect,CNS_barrier_cells
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Autoimmune_Mechanisms,SARS-CoV-2_infection,triggers,autoimmune_mechanisms
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Peripheral_Infection_and_Immune_Response,Peripheral_infection,induces,immune_response
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Reactivation_of_Latent_Viruses,SARS-CoV-2_infection,reactivates,latent_viruses
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Hypoxia_due_to_Lung_Injury,Lung_injury,causes,hypoxia
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Metabolic_Disturbances,SARS-CoV-2_infection,causes,metabolic_disturbances
https://media.springernature.com/w215h120/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig1_HTML.png,Side_Effects_of_Medication,Medication,causes,side_effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Viral_Entry,SARS-CoV-2,binds,ACE2
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Viral_Entry,SARS-CoV-2,utilizes,TMPRSS2
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Immune_Response,Th1,releases,IFNγ
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Immune_Response,Th1,releases,TNFα
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Inflammation,SARS-CoV-2_infection,causes,inflammation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Axonal_Injury,SARS-CoV-2_infection,leads_to,axonal_injury
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Axonal_Injury,Axonal_injury,increases,NfL
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Protein_Aggregation,SARS-CoV-2_infection,induces,Tdp-43
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Protein_Aggregation,SARS-CoV-2_infection,induces,α-Syn
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,Protein_Aggregation,SARS-CoV-2_infection,induces,Tau
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Systemic_Disease,SARS_CoV-2_infection,causes,MOF
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Systemic_Disease,MOF,leads_to,Hypoxic/Metabolic_Encephalopathy
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Systemic_Disease,SARS_CoV-2_infection,causes,Coagulopathy
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Systemic_Disease,Coagulopathy,leads_to,Stroke
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Systemic_Disease,SARS_CoV-2_infection,causes,Inflammation
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Systemic_Disease,Inflammation,leads_to,Inflammatory_Encephalopathy
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Systemic_Disease,Inflammation,leads_to,Encephalitis*
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Systemic_Disease,Inflammation,leads_to,Kawasaki-Like
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,CNS_Invasion,SARS_CoV-2_infection,causes,CNS_Invasion
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,CNS_Invasion,CNS_Invasion,leads_to,Cell_death/dysfunction
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,CNS_Invasion,Cell_death/dysfunction,causes,Viral_Encephalitis*
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,CNS_Invasion,Cell_death/dysfunction,causes,Viral_Meningitis*
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,CNS_Invasion,Cell_death/dysfunction,causes,Viral_Endotheliitis*
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,PNS/muscle_involvement,SARS_CoV-2_infection,causes,PNS/muscle_involvement
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,PNS/muscle_involvement,PNS/muscle_involvement,leads_to,Cell_death/dysfunction
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,PNS/muscle_involvement,Cell_death/dysfunction,causes,Anosmia/Ageusia
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,PNS/muscle_involvement,Cell_death/dysfunction,causes,Neuropathy(?)
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,PNS/muscle_involvement,Cell_death/dysfunction,causes,Muscle_injury
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Post-Infectious,SARS_CoV-2_infection,causes,Post-Infectious
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Post-Infectious,Post-Infectious,leads_to,Immune-mediated
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Post-Infectious,Immune-mediated,causes,GBS_&_Variants
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Post-Infectious,Immune-mediated,causes,ADEM
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Post-Infectious,Immune-mediated,causes,ANE
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,Activated_Macrophage_Infiltration,SARS-CoV-2_infection,causes,activated_macrophage_infiltration
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,Activated_Macrophage_Infiltration,Activated_macrophages,express,MSR1
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,B-cell_Infiltration,SARS-CoV-2_infection,leads_to,B-cell_infiltration
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,B-cell_Infiltration,B-cells,produce,anti-dsDNA_IgG/IgA
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,BBB_Disruption,SARS-CoV-2_infection,results_in,BBB_disruption
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,BBB_Disruption,BBB_disruption,involves,TNFRSF12A_IL-6_VEGFA_EN-RAGE
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,Astrogliosis,SARS-CoV-2_infection,induces,astrogliosis
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,Microgliosis,SARS-CoV-2_infection,triggers,microgliosis
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,Neuronal_Damage,SARS-CoV-2_infection,causes,neuronal_damage
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,Neuronal_Damage,Neuronal_damage,involves,EZR_4E-BP1
https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,Microvascular_Damage,SARS-CoV-2_infection,leads_to,microvascular_damage
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Production_of_Effector_Molecules,SARS-CoV-2_infection,induces,pro-inflammatory_cytokines
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Production_of_Effector_Molecules,SARS-CoV-2_infection,produces,autoantibodies
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Blood-brain_Barrier_Leakage,SARS-CoV-2_infection,causes,blood-brain_barrier_leakage
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Blood-brain_Barrier_Leakage,Blood-brain_barrier_leakage,leads_to,haemorrhage
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Blood-brain_Barrier_Leakage,Blood-brain_barrier_leakage,results_in,leukocytes_infiltration
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Cell_Infection,SARS-CoV-2,binds_to,ACE2
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Cell_Infection,SARS-CoV-2,interacts_with,TCP2
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Loss_of_Physiological_Functions,SARS-CoV-2_infection,causes,cellular_stress
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Loss_of_Physiological_Functions,SARS-CoV-2_infection,leads_to,degeneration
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Loss_of_Physiological_Functions,SARS-CoV-2_infection,results_in,synaptic_alterations
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Loss_of_Physiological_Functions,SARS-CoV-2_infection,triggers,reactivity
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Loss_of_Physiological_Functions,SARS-CoV-2_infection,induces,astrogliosis
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Loss_of_Physiological_Functions,SARS-CoV-2_infection,causes,priming
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Loss_of_Physiological_Functions,SARS-CoV-2_infection,leads_to,phagocytosis
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Loss_of_Physiological_Functions,SARS-CoV-2_infection,results_in,inflammation
https://images-provider.frontiersin.org/api/ipx/w=1200&f=png/https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g001.jpg,Loss_of_Physiological_Functions,SARS-CoV-2_infection,may_cause,demyelination
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Transcellular_migration,SARS-CoV-2,enters,endothelial_cell
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Transcellular_migration,Endothelial_cell,transports,SARS-CoV-2
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Trojan_Horse_Mechanism,SARS-CoV-2,infects,monocyte
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Trojan_Horse_Mechanism,Monocyte,carries,SARS-CoV-2
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Paracellular_route,SARS-CoV-2,disrupts,tight_junction
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Paracellular_route,Tight_junction,allows,SARS-CoV-2_passage
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Olfactory_epithelium_invasion,SARS-CoV-2,infects,sustentacular_cells
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Olfactory_epithelium_invasion,Sustentacular_cells,support,olfactory_neurons
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Olfactory_tract_invasion,SARS-CoV-2,travels,olfactory_tract
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,Olfactory_tract_invasion,Olfactory_tract,connects,olfactory_bulb_to_brain
https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg,Neuroinvasion,SARS-CoV-2,binds,ACE2
https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg,Neuroinvasion,Neuroinvasion,is,ACE2_dependent
https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg,Neuroinvasion,Neuroinvasion,causes,metabolic_changes
https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg,Neuroinvasion,Neuroinvasion,leads_to,local_vascular_alteration
https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg,Loss_of_taste_and_smell,SARS-CoV-2_infection,causes,loss_of_taste_and_smell
https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg,Cephalgia,SARS-CoV-2_infection,leads_to,cephalgia
https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg,Dizziness,SARS-CoV-2_infection,results_in,dizziness
https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg,Neuropsychiatric_disorders,SARS-CoV-2_infection,induces,neuropsychiatric_disorders
https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg,Ischemic_stroke,SARS-CoV-2_infection,triggers,ischemic_stroke
https://www.mdpi.com/jcm/jcm-10-01947/article_deploy/html/images/jcm-10-01947-g001-550.jpg,Encephalitis,SARS-CoV-2_infection,causes,encephalitis
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Prothrombotic_State,SARS-CoV-2_infection,induces,prothrombotic_state
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Platelet_Activation,Prothrombotic_state,activates,platelets
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Thrombus_Formation,Activated_platelets,lead_to,thrombus_formation
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Ischemia,Thrombus,causes,ischemia
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Microhemorrhage,Vascular_leakage,results_in,microhemorrhage
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Systemic_Inflammatory_Response,SARS-CoV-2_infection,triggers,systemic_inflammatory_response
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Perivascular_Inflammation,Systemic_inflammatory_response,causes,perivascular_inflammation
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Cytotoxic_T_Lymphocyte_Activation,Perivascular_inflammation,activates,cytotoxic_T_lymphocytes
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Autoantibody_Production,Systemic_inflammatory_response,leads_to,autoantibody_production
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Cytokine_Release,Systemic_inflammatory_response,induces,cytokine_release
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Astrocyte_Reactivity,Cytokines,activate,reactive_astrocytes
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,Microglia_Reactivity,Cytokines,activate,reactive_microglia
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,Overproduction_of_Cytokines,SARS-CoV-2_infection,causes,immune_system_activation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,Overproduction_of_Cytokines,Immune_system_activation,leads_to,endothelial_damage
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,Coagulopathies_&_Thrombus_Formation,SARS-CoV-2_infection,causes,activation_of_pro-coagulation_factors
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,Coagulopathies_&_Thrombus_Formation,Activation_of_pro-coagulation_factors,results_in,thrombus_formation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,Direct_Viral_Invasion_of_Neurons_&_Cerebrovascular_Endothelial_Cells,SARS-CoV-2,binds_to,ACE2_receptor
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,Direct_Viral_Invasion_of_Neurons_&_Cerebrovascular_Endothelial_Cells,Binding_to_ACE2_receptor,causes,immune_system_activation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,Direct_Viral_Invasion_of_Neurons_&_Cerebrovascular_Endothelial_Cells,Immune_system_activation,leads_to,neuronal_necrosis
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,Direct_Viral_Invasion_of_Neurons_&_Cerebrovascular_Endothelial_Cells,Immune_system_activation,leads_to,neuronal_apoptosis
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Neuroinflammation,SARS-CoV-2_infection,causes,neuroinflammation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Direct_neuroinvasion,SARS-CoV-2,invades,olfactory_nerve
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Direct_neuroinvasion,SARS-CoV-2,invades,vagus_nerve
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Neurotropism,SARS-CoV-2,exhibits,neurotropism
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Autoimmune_disorders,SARS-CoV-2_infection,triggers,autoimmune_disorders
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Haematogenous,SARS-CoV-2,spreads,haematogenously
https://www.frontiersin.org/files/Articles/843850/fpubh-10-843850-HTML/image_m/fpubh-10-843850-g001.jpg,Direct_Infection_of_Epithelial_Cells,SARS-CoV-2,directly_infect,nasal_and_olfactory_epithelial_cells
https://www.frontiersin.org/files/Articles/843850/fpubh-10-843850-HTML/image_m/fpubh-10-843850-g001.jpg,Spread_Down_Olfactory_Nerve,SARS-CoV-2,spread_down,olfactory_nerve
https://www.frontiersin.org/files/Articles/843850/fpubh-10-843850-HTML/image_m/fpubh-10-843850-g001.jpg,Infection_of_Olfactory_Bulb,SARS-CoV-2,infect,olfactory_bulb_through_cribriform_plate
https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,Type_I-IFN_dysregulated_production,SARS-CoV-2_infection,leads_to,Type_I-IFN_dysregulated_production
